postcode,Lat_precise,Long_precise
1116,-33.8688197,151.2092955
1117,-33.8688197,151.2092955
1118,-33.8688197,151.2092955
1119,-33.8688197,151.2092955
1120,-33.8688197,151.2092955
1121,-33.8688197,151.2092955
1122,-33.8688197,151.2092955
1123,-33.8688197,151.2092955
1124,-33.8688197,151.2092955
1125,-33.8688197,151.2092955
1126,-33.8688197,151.2092955
1127,-33.8688197,151.2092955
1128,-33.8688197,151.2092955
1129,-33.8688197,151.2092955
1130,-33.8688197,151.2092955
1131,-33.8688197,151.2092955
1132,-33.8688197,151.2092955
1133,-33.8688197,151.2092955
1134,-33.8688197,151.2092955
1135,-33.8688197,151.2092955
1136,-33.8688197,151.2092955
1137,-33.8688197,151.2092955
1138,-33.8688197,151.2092955
1139,-33.8688197,151.2092955
1140,-33.8688197,151.2092955
1141,-33.8688197,151.2092955
1142,-33.8688197,151.2092955
1143,-33.8688197,151.2092955
1144,-33.8688197,151.2092955
1145,-33.8688197,151.2092955
1146,-33.8688197,151.2092955
1147,-33.8688197,151.2092955
1148,-33.8688197,151.2092955
1149,-33.8688197,151.2092955
1150,-33.8688197,151.2092955
1151,-33.8688197,151.2092955
1152,-33.8688197,151.2092955
1153,-33.8688197,151.2092955
1154,-33.8688197,151.2092955
1155,-33.8688197,151.2092955
1156,-33.8688197,151.2092955
1157,-33.8688197,151.2092955
1158,-33.8688197,151.2092955
1159,-33.8688197,151.2092955
1160,-33.8688197,151.2092955
1161,-33.8688197,151.2092955
1162,-33.8688197,151.2092955
1163,-33.8688197,151.2092955
1164,-33.8688197,151.2092955
1165,-33.8688197,151.2092955
1166,-33.8688197,151.2092955
1167,-33.8688197,151.2092955
1168,-33.8688197,151.2092955
1169,-33.8688197,151.2092955
1170,-33.8688197,151.2092955
1171,-33.8688197,151.2092955
1172,-33.8688197,151.2092955
1173,-33.8688197,151.2092955
1174,-33.8688197,151.2092955
1175,-33.8688197,151.2092955
1176,-33.8688197,151.2092955
1177,-33.8688197,151.2092955
1178,-33.8688197,151.2092955
1179,-33.8688197,151.2092955
1180,-33.8688197,151.2092955
1181,-33.8688197,151.2092955
1182,-33.8688197,151.2092955
1183,-33.8688197,151.2092955
1184,-33.8688197,151.2092955
1185,-33.8688197,151.2092955
1186,-33.8688197,151.2092955
1187,-33.8688197,151.2092955
1188,-33.8688197,151.2092955
1189,-33.8688197,151.2092955
1190,-33.8688197,151.2092955
1191,-33.8688197,151.2092955
1192,-33.8688197,151.2092955
1193,-33.8688197,151.2092955
1194,-33.8688197,151.2092955
1195,-33.8688197,151.2092955
1196,-33.8688197,151.2092955
1197,-33.8688197,151.2092955
1198,-33.8688197,151.2092955
1199,-33.8688197,151.2092955
1201,-33.8688197,151.2092955
1202,-33.8688197,151.2092955
1203,-33.8688197,151.2092955
1205,-33.8688197,151.2092955
1207,-33.8688197,151.2092955
1208,-33.88092,151.20294
1209,-33.8646583,151.2077003
1210,-33.8646583,151.2077003
1211,-33.8646583,151.2077003
1212,-33.8650889,151.2077472
1213,-33.8646583,151.2077003
1214,-33.8646583,151.2077003
1215,-33.8650889,151.2077472
1216,-33.7421131,151.0336854
1217,-33.7421131,151.0336854
1218,-33.7421131,151.0336854
1219,-33.7421131,151.0336854
1220,-33.0100063,151.6579131
1221,-33.8638362,151.2092356
1222,-33.8638362,151.2092356
1223,-33.8638362,151.2092356
1224,-33.8638362,151.2092356
1225,-33.8638362,151.2092356
1226,-33.871722,151.2067078
1227,-33.871722,151.2067078
1228,-33.871722,151.2067078
1229,-33.871722,151.2067078
1230,-33.871722,151.2067078
1231,-33.8688197,151.2092955
1232,-33.8688197,151.2092955
1233,-33.8688197,151.2092955
1234,-33.8688197,151.2092955
1235,-33.8688197,151.2092955
1236,-33.88092,151.20294
1237,-33.88092,151.20294
1238,-33.88092,151.20294
1239,-33.88092,151.20294
1240,-33.88092,151.20294
1291,-33.8688197,151.2092955
1292,-33.8688197,151.2092955
1293,-33.8688197,151.2092955
1294,-33.8688197,151.2092955
1295,-33.8688197,151.2092955
1296,-33.8688197,151.2092955
1297,-33.8688197,151.2092955
1298,-33.8688197,151.2092955
1299,-33.8688197,151.2092955
1300,-33.8780176,151.2204441
1314,-33.9508,151.21
1335,-33.86795,151.22411
1340,-33.8733512,151.2242345
1350,-33.8865,151.242
1355,-33.89145,151.2497
1360,-33.8775,151.2412
1401,-34.7057762,149.135033
1405,0,0
1419,-34.0641,151.094
1420,-33.8882671,151.2078465
1422,-33.8882671,151.2078465
1423,-33.8882671,151.2078465
1424,-33.8882671,151.2078465
1425,-33.8882671,151.2078465
1426,-33.8882671,151.2078465
1427,-33.8882671,151.2078465
1428,-33.8882671,151.2078465
1429,-33.8882671,151.2078465
1430,-33.895,151.191
1435,-33.9080273,151.1902576
1440,-33.9002604,151.2061803
1441,-33.9002604,151.2061803
1445,-33.9221918,151.201678
1450,-33.8862243,151.1791091
1455,-33.9469267,151.1973167
1460,-33.9296324,151.1946223
1465,-33.910021,151.2232749
1466,-33.917347,151.2312675
1470,-33.8510541,151.1545209
1475,-33.908667,151.1524142
1476,-33.908667,151.1524142
1480,-33.9386352,151.100641
1481,-33.9646,151.101
1484,-33.9386,151.101
1485,-33.9644,151.137
1490,-34.0299364,151.1055499
1493,-33.9645633,151.1010187
1495,-34.0452,151.1218
1499,-34.0297415,151.059275
1515,-33.7966739,151.1621677
1560,-33.8132,151.217
1565,-33.84765,151.21201
1570,-33.8093311,151.185647
1585,-33.82613,151.20505
1590,-33.8227402,151.1942171
1595,-33.8148145,151.1663935
1597,-33.8148145,151.1663935
1602,-33.8148,151.166
1630,-33.7046328,151.0987055
1635,-33.7046,151.101
1639,-33.749,151.2331
1640,-33.749,151.2331
1655,-33.8060158,151.2947775
1658,-33.67596,151.30653
1660,-33.67596,151.30653
1670,-33.7932,151.12
1670,-33.7932,151.12
1675,-33.8301698,151.1267591
1680,-33.8157466,151.1030164
1685,-33.8067672,151.0824602
1700,-33.8143301,151.0562386
1710,-33.7746,151.0788
1715,-33.738881,151.0723841
1730,-33.7779167,150.931946
1740,-33.8135571,151.003407
1741,-33.8135571,151.003407
1750,-33.800281,151.0042445
1755,-33.7619106,150.9929255
1765,-33.7311837,151.0042006
1771,-33.738881,151.0723841
1781,-33.7779,150.932
1790,-33.769979,150.7734575
1800,-33.8889,151.1249
1805,-33.8773941,151.1036621
1811,-33.8339902,151.0482995
1819,-33.8774826,151.0823602
1825,-33.8652,151.044
1830,-33.8353132,151.0065546
1831,-33.8353132,151.0065546
1835,-33.8605837,151.02475
1851,-33.8498,150.911
1851,-33.8498,150.911
1860,-33.8705856,150.9564102
1871,-33.9285567,150.9179595
1874,0,0
1875,-33.9397082,150.9249864
1885,-33.91817,151.03497
1888,-33.91817,151.03497
1890,-34.0044124,150.8630229
1891,-33.9370869,150.9827465
2000,-33.8638,151.202
2000,-33.8749,151.201
2000,-33.856,151.207
2000,-33.88092,151.20294
2000,-33.86085,151.20281
2000,-33.865938,151.217157
2000,-33.8708464,151.20733
2000,-33.8708464,151.20733
2000,-33.85985,151.20901
2001,-33.8688197,151.2092955
2002,-33.8771211,151.2069237
2004,-33.908,151.19
2004,-33.9508,151.21
2006,-33.8885748,151.1873494
2007,-33.8842554,151.1982225
2007,-33.8823187,151.197131
2008,-33.8863,151.1999
2008,-33.890334,151.19661
2008,-33.8933,151.189
2009,-33.8649,151.196
2009,-33.8687895,151.1942171
2010,-33.8780176,151.2204441
2010,-33.886111,151.211111
2010,-33.881,151.217
2011,-33.87143,151.22841
2011,-33.8646321,151.2250345
2011,-33.8734,151.224
2011,-33.86795,151.22411
2011,-33.8742991,151.2284588
2011,-33.8704,151.2223
2012,-33.8882671,151.2078465
2013,-33.8882671,151.2078465
2015,-33.9080273,151.1902576
2015,-33.91096,151.19995
2015,-33.895,151.191
2016,-33.892215,151.205873
2017,-33.9002604,151.2061803
2017,-33.9003,151.206
2017,-33.908,151.2105
2018,-33.9219899,151.20733
2018,-33.9221918,151.201678
2019,-33.95731,151.20699
2019,-33.9469267,151.1973167
2020,-33.9296324,151.1946223
2020,-33.9328845,151.1798511
2020,-33.9399228,151.1752764
2021,-33.8943,151.233
2021,-33.8952578,151.2215296
2021,-33.8850215,151.2262353
2022,-33.89145,151.2497
2022,-33.8915695,151.2505012
2022,-33.901,151.248
2023,-33.8826955,151.2539627
2024,-33.90532,151.26069
2024,-33.9003,151.253
2024,-33.899693,151.2554202
2025,-33.8865002,151.2437606
2026,-33.8898,151.283
2026,-33.89195,151.26099
2026,-33.89102,151.277726
2026,-33.8879,151.2808
2026,-33.898,151.268
2027,-33.87021,151.23746
2027,-33.8799875,151.2357452
2027,-33.8742991,151.2284588
2027,-33.87045,151.25097
2028,-33.8775,151.2412
2029,-33.8754209,151.265623
2030,-33.8611,151.28
2030,-33.87185,151.27837
2030,-33.8373221,151.2817246
2030,-33.8642973,151.2783699
2030,-33.85582,151.2712
2030,-33.8398183,151.2816573
2031,-33.9121,151.2629
2031,-33.911484,151.254827
2031,-33.9131545,151.2420352
2031,-33.9132,151.242
2031,-33.9203899,151.2438854
2032,-33.92793,151.22349
2032,-33.92457,151.22765
2033,-33.9096151,151.2189869
2034,-33.919,151.2555
2034,-33.933,151.259
2035,-33.9495,151.2437
2035,-33.9495,151.2437
2035,-33.9406443,151.2154524
2036,-33.969,151.24
2036,-33.946,151.225
2036,-33.95493,151.22875
2036,-33.9888,151.232
2036,-33.98054,151.24301
2036,-33.9656,151.2487
2036,-33.9613,151.2315
2036,-33.9781348,151.2321019
2036,-33.976,151.218
2037,-33.88396,151.1815
2037,-33.8797767,151.1869715
2038,-33.8824062,151.1723645
2039,-33.8661553,151.1738213
2040,-33.8837222,151.157028
2040,-33.874345,151.164693
2041,-33.85895,151.17906
2041,-33.85811,151.19017
2041,-33.85275,151.18024
2042,-33.90067,151.16768
2042,-33.8978149,151.1785003
2043,-33.9023649,151.1854757
2044,-33.9155155,151.1746184
2044,-33.9195,151.177
2044,-33.9158055,151.1679944
2044,-33.925048,151.1604169
2045,-33.8786088,151.1374068
2046,-33.85215,151.12726
2046,-33.8671,151.1139
2046,-33.85192,151.13605
2046,-33.8692538,151.1295659
2046,-33.86607,151.14366
2046,-33.859471,151.14244
2046,-33.8574937,151.1323094
2047,-33.8523805,151.1548847
2048,-33.8920561,151.165081
2048,-33.8812,151.171
2049,-33.8949,151.144415
2049,-33.8962174,151.1541497
2049,-33.8962174,151.1541497
2050,-33.8899117,151.1767348
2050,-33.8896644,151.1821576
2052,-33.917347,151.2312675
2055,-33.83965,151.20541
2057,-33.7960696,151.1780469
2058,-31.2532,146.921
2059,-33.83965,151.20541
2060,-33.8428,151.217
2060,-33.8417253,151.1950493
2060,-33.8435728,151.2069658
2060,-33.84524,151.20433
2060,-33.83965,151.20541
2060,-33.8377451,151.2081798
2060,-33.84016,151.19543
2061,-33.8491363,151.2175297
2061,-33.84765,151.21201
2062,-33.8228068,151.2146155
2063,-33.8123999,151.2189869
2064,-33.8086312,151.1840188
2065,-33.82613,151.20505
2065,-33.8261,151.205
2065,-33.8269,151.196
2065,-33.83302,151.18362
2065,-33.8177311,151.2011183
2065,-33.8216083,151.1915433
2065,-33.8227402,151.1942171
2065,-33.83356,151.19128
2066,-33.8148145,151.1663935
2066,-33.8062733,151.1664881
2066,-33.811478,151.1527422
2066,-33.8274222,151.1497868
2066,-33.83309,151.16494
2066,-33.82813,151.17619
2066,-33.818,151.177
2066,-33.82466,151.1622
2067,-33.7960696,151.1780469
2067,-33.7966739,151.1621677
2068,-33.80137,151.22007
2068,-33.7938,151.2086
2068,-33.795,151.204
2068,-33.8071059,151.1993737
2068,-33.799,151.206
2068,-33.795,151.204
2069,-33.78464,151.20642
2069,-33.7842176,151.1894277
2069,-33.7755896,151.2000449
2070,-33.77274,151.18726
2070,-33.7787851,151.1693413
2070,-33.7816232,151.1490935
2071,-33.75592,151.17973
2071,-33.76864,151.16347
2072,-33.7551473,151.1548847
2073,-33.7456508,151.1431794
2073,-33.7619959,151.1280668
2074,-33.7,151.148
2074,-33.704927,151.1490162
2074,-33.7546,151.113
2074,-33.733499,151.1279841
2074,-33.7289366,151.1218346
2075,-33.7214,151.168
2075,-33.72136,151.16844
2075,-33.711,151.1595
2076,-33.7245321,151.0970108
2076,-33.701,151.126
2076,-33.7186308,151.1103686
2077,-33.689,151.105
2077,-33.7046328,151.0987055
2077,-33.6722,151.0988
2077,-33.7083472,151.1068252
2079,-33.6709087,151.125756
2080,-33.6500724,151.134494
2081,-33.6279738,151.1480265
2081,-33.5879078,151.16854
2082,-33.5293,151.139
2082,-33.61334,151.138
2082,-33.602344,151.120659
2083,-33.512577,151.16229
2083,-33.5483592,151.2149798
2083,-33.510147,151.1920317
2083,-33.523213,151.2284588
2083,-33.54142,151.2381
2083,-33.517,151.176
2083,-33.523,151.201
2084,-33.644,151.237
2084,-33.62091,151.20225
2084,-33.67525,151.19789
2084,-33.683,151.223
2085,-33.73,151.22
2085,-33.7390341,151.2097964
2085,-33.73801,151.19297
2086,-33.7473073,151.2248157
2086,-33.7507736,151.2406985
2087,-33.7613,151.2113
2087,-33.7742,151.2155
2088,-33.8303776,151.2393885
2088,-33.8244677,151.2409774
2089,-33.843,151.223
2089,-33.8339383,151.2188459
2089,-33.8311445,151.2226991
2090,-33.8265345,151.2276279
2090,-33.829394,151.229841
2090,-33.84076,151.22789
2091,-33.8279,151.261
2092,-33.7927181,151.2423032
2093,-33.79645,151.25854
2093,-33.8072234,151.2641654
2093,-33.80834,151.25342
2093,-33.783,151.2622
2093,-33.785604,151.2495903
2094,-33.7940757,151.2729111
2095,-33.8060158,151.2947775
2095,-33.8060158,151.2947775
2096,-33.77213,151.28992
2096,-33.7749,151.288
2096,-33.7749,151.28783
2096,-33.7825,151.284722
2097,-33.73,151.3
2097,-33.7315007,151.3002445
2097,-33.7293,151.29
2097,-33.7293326,151.290404
2097,-33.742,151.317
2097,-33.7315,151.28016
2099,-33.74142,151.28227
2099,-33.7414,151.282
2099,-33.7544,151.2854
2099,-33.7532,151.296
2099,-33.748611,151.267778
2099,-33.7645,151.2973
2099,-33.7586,151.29
2100,-33.7624,151.25
2100,-33.7624,151.25
2100,-33.7522,151.256
2100,-33.7653,151.27041
2100,-33.7754,151.2689
2100,-33.7352,151.2469
2100,-33.7672145,151.2653692
2101,-33.70102,151.2789
2101,-33.6823,151.26315
2101,-33.7231,151.2952
2101,-33.7104,151.301
2101,-33.7065,151.2884
2102,-33.6881414,151.2947775
2102,-33.694,151.301
2102,-33.6957,151.296
2103,-33.6757024,151.3064407
2104,-33.6610245,151.2889461
2105,-33.6544,151.2791
2105,-33.639515,151.277825
2105,-33.6296855,151.2816573
2105,-33.643,151.277
2105,-33.627,151.287
2105,-33.6395909,151.290404
2106,-33.6566564,151.3122727
2106,-33.6533125,151.3234816
2107,-33.6303,151.33
2107,-33.6302836,151.3297698
2107,-33.6444858,151.3275826
2107,-33.6445,151.328
2107,-33.6429,151.314
2107,-33.6207691,151.3219323
2107,-33.6362228,151.3100857
